favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str,sentiment
161,Twitter Web Client,"Arkansas has a long history of women in leadership. From Hattie Caraway, the 1st woman ever to be elected to the US… https://t.co/1fnfPxfL4A",,FALSE,Thu Mar 08 21:26:25 +0000 2018,57,9.7186E+17,neg
20,Twitter Web Client,"Today, I have issued a disaster declaration for several counties across Arkansas that were impacted by last month’s… https://t.co/bmVaw35r44",,FALSE,Fri Mar 09 22:19:42 +0000 2018,7,9.72236E+17,neg
37,Twitter Web Client,"This means nearly 1,700 more children in Arkansas will have early access to a quality education that will provide a… https://t.co/pjrbkOAc3x",,FALSE,Fri Aug 10 20:03:21 +0000 2018,14,1.02801E+18,neg
13,Twitter for iPhone,LIVE: Governor Hutchinson makes a significant law enforcement announcement in NWA. https://t.co/PMJAO4SSRV #arpx #arleg,,FALSE,Fri Jul 27 14:00:09 +0000 2018,10,1.02284E+18,neg
25,Twitter for iPhone,I'm pleased by EPA’s announcement that they have approved Arkansas’s plan. The state’s proposed approach achieves g… https://t.co/ED8S5MI41t,,FALSE,Tue Jan 30 00:51:08 +0000 2018,9,9.5814E+17,neg
43,Twitter Web Client,"When it comes to mental illness in criminal justice, a focus on
rehabilitation can save lives, cut tax spending &amp; i… https://t.co/HCSmiOITto",,FALSE,Mon Jun 11 20:56:44 +0000 2018,23,1.00628E+18,neg
122,Twitter Web Client,Today I signed an Executive Order creating the Arkansas School Safety Commission. Members will report back to me w/… https://t.co/uWild2BK2E,,FALSE,Thu Mar 01 19:06:58 +0000 2018,35,9.69288E+17,neg
26,Twitter Web Client,I dropped by the Arkansas School Safety Commission mtg today to visit w/ members at the start of AR Safe Schools We… https://t.co/bH5z39Z0vV,,FALSE,Mon Oct 22 18:02:41 +0000 2018,8,1.05443E+18,neg
3,Twitter Web Client,"If you live near Fort Smith, don't miss my town hall meeting today at noon. Details below. I look forward to seeing… https://t.co/XrwUgBiO1I",,FALSE,Tue Oct 30 14:42:05 +0000 2018,0,1.05728E+18,neg
316,Twitter Web Client,The Florida high school shooting is a tragic reminder of the importance of school security plans. Let’s support the… https://t.co/MaxePVmGyX,,FALSE,Wed Feb 14 23:24:02 +0000 2018,55,9.63917E+17,neg
11,Twitter Web Client,LIVE: Governor Hutchinson makes an economic development announcement for North Little Rock. https://t.co/PMJAO4SSRV #arpx,,FALSE,Thu Oct 25 20:20:08 +0000 2018,3,1.05555E+18,neg
49,Twitter for iPhone,The compassion and unity were evident at Temple B’nai Israel last night as we remembered the 11 Jews murdered at Tr… https://t.co/21o1um2XNI,,FALSE,Tue Oct 30 22:15:43 +0000 2018,5,1.0574E+18,neg
26,Twitter Web Client,Mike Freeze has proven his dedication to the state as a businessman &amp; through service on two state boards. I'm plea… https://t.co/sty4dZ5kxi,,FALSE,Wed Feb 21 19:53:18 +0000 2018,5,9.664E+17,neg
61,Twitter Web Client,The cost of workers' comp in AR has fallen by 15.4% from a yr ago--the largest reduction in over 20 yrs--due to a d… https://t.co/y4avC4VFVi,,FALSE,Mon Mar 26 19:54:15 +0000 2018,16,9.78359E+17,neg
148,Twitter Web Client,"In remembrance of the victims of the attack on 09/11/2001, I have ordered the U.S. &amp; Arkansas flags at the State Ca… https://t.co/YXb9uW7vA3",,FALSE,Mon Sep 10 21:22:05 +0000 2018,39,1.03926E+18,neg
1,Twitter for iPhone,@fsteiger @EdBethuneTwit Thanks Ed!!,fsteiger,FALSE,Tue Jan 02 00:04:17 +0000 2018,0,9.47982E+17,neg
63,Twitter Web Client,"Joining Sebastian Co. leaders in Fort Smith tomorrow to open AR's 1st Crisis Stabilization Unit, a facility for peo… https://t.co/G94cGyPTaO",,FALSE,Tue Feb 27 23:22:16 +0000 2018,20,9.68627E+17,neg
43,Twitter Web Client,Great to spend time with our county sheriffs yesterday at the 2018 Arkansas Sheriffs Association's Winter Conferenc… https://t.co/CE0kvJInYN,,FALSE,Tue Jan 30 22:07:37 +0000 2018,8,9.58462E+17,neg
43,Twitter Web Client,"At the Arkansas Rural Education Association Conference today, I learned  that more than half the schools represente… https://t.co/bO8PObTbxs",,FALSE,Wed Jul 11 21:13:10 +0000 2018,8,1.01715E+18,neg
16,Twitter for iPhone,LIVE: Governor Hutchinson makes an announcement and holds a bill signing for the Pharmacy Benefits Manager Licensur… https://t.co/FnU0UrqbpJ,,FALSE,Thu Mar 15 15:53:42 +0000 2018,8,9.74313E+17,neg
8,Twitter Web Client,I was pleased to hear CMS Administrator @SeemaCMS's announcement this morning. See my full statement below: #arpx… https://t.co/fuFyNf2nOW,,FALSE,Tue Nov 07 15:39:24 +0000 2017,6,9.27923E+17,neg
35,Twitter Web Client,See my full statement in response to the Supreme Court's rejection of Planned Parenthood's appeal below.… https://t.co/ktxfg32aEx,,FALSE,Tue May 29 18:36:58 +0000 2018,15,1.00153E+18,neg
66,Twitter Web Client,"Hunting &amp; fishing gets us out in the fresh air &amp; into our state's forests &amp; streams. Last year, nearly 700k sportsm… https://t.co/b0eXl6av9a",,FALSE,Thu Sep 20 21:21:33 +0000 2018,17,1.04289E+18,pos
7,Twitter Web Client,You can view Governor Hutchinson's news conference regarding school safety LIVE at 11:30: https://t.co/PMJAO4SSRV … #arpx #arleg #ARnews,,FALSE,Thu Mar 01 17:14:02 +0000 2018,6,9.69259E+17,pos
82,Twitter for iPhone,Great to honor the Bentonville National Merit finalists at halftime of B’ville-Rogers game. https://t.co/6Aq2kH5Yo1,,FALSE,Sat Feb 17 02:01:05 +0000 2018,6,9.64681E+17,pos
69,Twitter for iPhone,It is a great day for the United States to see the 3 American prisoners released from North Korea.  Thrilled to see… https://t.co/BlEHXSGG4R,,FALSE,Wed May 09 19:16:53 +0000 2018,14,9.94295E+17,pos
65,Twitter Web Client,Have a blessed day! https://t.co/xhKX6Xprdy,,FALSE,Sun Feb 25 15:01:44 +0000 2018,15,9.67777E+17,pos
38,Twitter Web Client,Thank you Curtis for your 45 years of dedication and commitment in advancing technology for Arkansas https://t.co/WMg68M5mT6,,FALSE,Fri Feb 16 20:38:43 +0000 2018,6,9.646E+17,pos
20,Twitter for iPhone,Wrapping up day one of my South AR Ag Tour at @NHS1301. AR farmers &amp; ranchers are the backbone of AR’s largest indu… https://t.co/Kes4W7KXJ8,,FALSE,Mon Aug 06 21:47:00 +0000 2018,3,1.02659E+18,pos
33,Twitter Web Client,Delighted to be part of today's @BroylesAward ceremony and presentation! Congratulations to @Coach_TElliott and all… https://t.co/OMSTxnKXX5,,FALSE,Tue Dec 05 22:24:00 +0000 2017,5,9.38172E+17,pos
41,Twitter Web Client,"In Arkansas, we are working hard to combat drug abuse in every corner of the state. I want to send special thanks t… https://t.co/eLBVIfjPqG",,FALSE,Tue May 15 21:26:23 +0000 2018,11,9.96502E+17,pos
2,Twitter for iPhone,@Garretts02 Great to see you Garrett.,Garretts02,FALSE,Sun Jul 08 20:52:49 +0000 2018,0,1.01606E+18,pos
117,Twitter Web Client,We accomplish more through unity than division. AR &amp; TX each have a lot to offer &amp; even more to offer together. Tod… https://t.co/8bD1zK2efj,,FALSE,Tue Sep 04 22:21:27 +0000 2018,37,1.0371E+18,pos
36,Twitter Web Client,I was delighted to keynote the AR Pharmacists Convention today. Our local pharmacists play a vital role in the heal… https://t.co/hCW85LOHP6,,FALSE,Thu Jun 07 22:42:17 +0000 2018,6,1.00486E+18,pos
170,Twitter Web Client,“God has given me a great responsibility &amp; opportunity. I want to be a good steward &amp; reflect well on Him &amp; our sta… https://t.co/2tNfshWh76,,FALSE,Mon May 21 19:28:09 +0000 2018,43,9.98647E+17,pos
16,Twitter Web Client,Honored to be in Fayetteville for the @_AEDCE Annual Awards Luncheon. Thank you all for your hard work and tremendo… https://t.co/HlxPM3JqjI,,FALSE,Mon Aug 27 20:48:21 +0000 2018,3,1.03418E+18,pos
172,Twitter Web Client,Have a blessed Sunday! https://t.co/xIVDlJwHlL,,FALSE,Sun Jul 01 13:21:57 +0000 2018,22,1.01341E+18,pos
7,Twitter Web Client,It was exciting to hear @ArkAdvEnergy's ideas &amp; initiatives to create energy efficiencies &amp; job creation in Arkansa… https://t.co/e0uBjO5Dgu,,FALSE,Tue Oct 09 21:24:43 +0000 2018,7,1.04977E+18,pos
105,Twitter for iPhone,"Alright, I didn’t win the Hope Watermelon eating contest but the competition was tough with some real sloppy eaters… https://t.co/voiyHgFCFZ",,FALSE,Sat Aug 11 16:47:11 +0000 2018,9,1.02832E+18,pos
25,Twitter for iPhone,"Delighted to be on hand for today’s groundbreaking for the Cobblestone Hotel, Fairfield Bay’s first hotel. Great ec… https://t.co/NpmAIGAhLE",,FALSE,Thu Apr 26 22:28:26 +0000 2018,3,9.89632E+17,pos
21,Twitter Web Client,It was a pleasure to meet with the American Institute of Architects Arkansas this afternoon. Innovative and reliabl… https://t.co/Nk0YhQF328,,FALSE,Thu Oct 18 21:45:04 +0000 2018,1,1.05304E+18,pos
33,Twitter for iPhone,"We are global leaders in Arkansas, and we cannot retreat from that global presence in the marketplace without harmi… https://t.co/LFJgCMt7zT",,FALSE,Tue Jan 16 19:11:30 +0000 2018,21,9.53344E+17,pos
68,Twitter Web Client,"I announced all good news at the @GirlsofPromise Coding Summit this morning -- most importantly, that @ArkansasEd w… https://t.co/DTCaDMerMW",,FALSE,Fri Dec 08 23:25:30 +0000 2017,26,9.39275E+17,pos
34,Twitter Web Client,A new @BEA_News report shows personal income in AR grew 5.1% in the 2Q of 2018--the 6th highest increase among all… https://t.co/12zCJ4SSR9,,FALSE,Tue Sep 25 19:29:03 +0000 2018,8,1.04467E+18,pos
89,Twitter Web Client,I applaud @realDonaldTrump's signing of the Patients and Communities Act earlier today. This $6B in funding will go… https://t.co/etAV2VRY78,,FALSE,Wed Oct 24 20:53:41 +0000 2018,17,1.0552E+18,pos
34,Twitter Web Client,Special thanks to Lee and Beverly Bodenhamer for their generous donation of Rattlesnake Ridge. This beautiful and s… https://t.co/U65jl6LW7l,,FALSE,Wed May 02 20:03:12 +0000 2018,6,9.9177E+17,pos
621,Twitter for iPhone,This is great news for Arkansas and the future of Arkansas Works. I appreciate @SeemaCMS for her leadership on this… https://t.co/ThDiIqJWKN,,FALSE,Thu Jan 11 15:07:15 +0000 2018,143,9.51471E+17,pos
143,Twitter for iPhone,Have a good Sunday. https://t.co/EiCGMCHH8T,,FALSE,Sun Dec 17 14:22:38 +0000 2017,18,9.424E+17,pos
149,Twitter Web Client,Enjoy this last day of the year! https://t.co/IlHMIxmS5b,,FALSE,Sun Dec 31 14:59:10 +0000 2017,21,9.47482E+17,pos
14,Twitter Web Client,Today I had the privilege of speaking to members of @ArkansasAEE who help keep energy in Arkansas efficient and rel… https://t.co/GcY6K5Zbl5,,FALSE,Tue Oct 16 22:06:13 +0000 2018,4,1.05232E+18,pos
17,Twitter Web Client,The @MakeAWish Foundation does an amazing job to make life better for these special children. I am thankful for eve… https://t.co/lbMfZJFygf,,FALSE,Fri Feb 09 20:19:01 +0000 2018,1,9.62058E+17,pos
93,Twitter Web Client,Have a great Sunday! https://t.co/P9scD9FFUK,,FALSE,Sun Jan 07 15:49:45 +0000 2018,10,9.50032E+17,pos
73,Twitter for iPhone,"Great news for the Arkansas economy! @BEA_News reports Arkansas’ GDP growth for the 2Q of 2017 was 3.5%, compared t… https://t.co/8K9ogLl7P3",,FALSE,Tue Nov 21 18:14:40 +0000 2017,26,9.33036E+17,pos
39,Twitter Web Client,"It was a pleasure to welcome @SecAFOfficial Dr. Heather Wilson, along with Sen. @JohnBoozman, to the Governor’s Man… https://t.co/LQ5MsR15zK",,FALSE,Tue Mar 27 18:47:33 +0000 2018,10,9.78705E+17,pos
82,Twitter for iPhone,I am pleased to welcome OurPharma as the first generic drug manufacturer in Arkansas! OurPharma plans to invest $31… https://t.co/dkqldBVWAI,,FALSE,Mon Nov 27 23:01:50 +0000 2017,24,9.35283E+17,pos
30,Twitter Web Client,"Today, as part of #RedRibbonWeek, 42K AR students in 142 school districts watched ""Chasing the Dragon,"" an @FBI &amp;… https://t.co/ZUVnp58Ox5",,FALSE,Wed Oct 24 18:23:33 +0000 2018,12,1.05516E+18,pos
29,Twitter Web Client,Kudos to Batesville School District for their plan to save nearly $2 million over the next 20 years by updating lig… https://t.co/MmTrbRR03X,,FALSE,Tue Aug 14 18:28:51 +0000 2018,4,1.02943E+18,pos
34,Twitter Web Client,County judges oversee everything from mosquito abatement to roads to jails. The Association of @75arcounties gives… https://t.co/xy8p2xtNZT,,FALSE,Fri Feb 09 18:12:32 +0000 2018,8,9.62026E+17,pos
50,Twitter for iPhone,Delighted to have @SecretarySonny in our state today. Thank you for taking time to discuss these important issues f… https://t.co/rCXeWzxjnr,,FALSE,Fri Jan 19 19:31:26 +0000 2018,18,9.54436E+17,pos
81,Twitter Web Client,"Today I nominated 85 Opportunity Zones in AR to the @USTreasury, which will provide final approval. I'm excited abo… https://t.co/2BK6Cpbzr6",,FALSE,Mon Apr 23 19:22:59 +0000 2018,32,9.88498E+17,pos
57,Twitter for iPhone,Searcy County knows how to honor its veterans. Great visit to Veterans Memorial Hall &amp; to candidate rally at the St… https://t.co/jI4fqMwRPq,,FALSE,Sat May 12 20:20:39 +0000 2018,8,9.95398E+17,pos
76,Twitter Web Client,Charleston High School has done an exceptional job w/ their robotics program! The students programmed robots that b… https://t.co/wYhmihDPKG,,FALSE,Tue Apr 10 18:14:53 +0000 2018,30,9.8377E+17,pos
40,Twitter Web Client,It was a pleasure speaking at the Arkansas Asphalt Pavement Association Conference this afternoon. Their collaborat… https://t.co/prNN1hEgYY,,FALSE,Wed Jan 03 20:16:47 +0000 2018,6,9.48649E+17,pos
10,Twitter Web Client,"LIVE ON FACEBOOK at 10 a.m.: Gov. Hutchinson announces completion of statewide mapping project, hands off last of u… https://t.co/zakJXM3APc",,FALSE,Wed Dec 27 15:55:35 +0000 2017,6,9.46047E+17,pos
124,Twitter for iPhone,I loved the enthusiasm at the 56th annual Mountain View Folk Festival Parade. I had a great time seeing everyone!… https://t.co/4z81Ykj8iz,,FALSE,Sat Apr 21 17:01:26 +0000 2018,20,9.87738E+17,pos
105,Twitter for iPhone,"Got to play ball this morning with two talented young men from Hall High.  They are star athletes, respectful and l… https://t.co/6AZHclVyKZ",,FALSE,Fri Apr 13 12:58:44 +0000 2018,7,9.84778E+17,pos
72,Twitter for iPhone,Even more exciting is the fact that student enrollment in computer science courses continues to climb—up 12% from t… https://t.co/P1JUulk6tq,,FALSE,Wed Dec 06 21:23:42 +0000 2017,18,9.38519E+17,pos
133,Twitter for iPhone,"Hard to believe 17 years have past since Sept. 11, 2001. Each year on the anniversary of 9/11, I think of the stren… https://t.co/A8kE5ONQ2m",,FALSE,Tue Sep 11 14:17:20 +0000 2018,27,1.03952E+18,pos
23,Twitter Web Client,Congratulations to the 6 Arkansans who have been selected for @DeltaRegional's Delta Leadership Institute. When I s… https://t.co/WJuCivrbqI,,FALSE,Mon Nov 05 20:54:53 +0000 2018,2,1.05955E+18,pos
0,Twitter for iPhone,@will_watson Your position is noted.,will_watson,FALSE,Fri Jun 01 23:19:17 +0000 2018,0,1.00269E+18,pos
49,Twitter Web Client,Delighted to announce the launch of the interactive Arkansas Job Creation Map. This @ArkansasEDC map illustrates th… https://t.co/0JWWQBaCgZ,,FALSE,Tue Dec 19 19:18:29 +0000 2017,25,9.43199E+17,pos
51,Twitter for iPhone,Always a pleasure to visit with New York Stock Exchange CEO Tom Farley and check in on some of our Arkansas-based c… https://t.co/Roncqp6nZY,,FALSE,Mon Feb 05 15:06:58 +0000 2018,10,9.6053E+17,pos
30,Twitter Web Client,I'm pleased to announce the launch of a free weekly education &amp; consultation service through @UAMSHealth. This new… https://t.co/mvnOtAMblC,,FALSE,Mon Apr 30 19:37:29 +0000 2018,12,9.91039E+17,pos
103,Twitter Web Client,I’m grateful to all who sacrificed so much to secure the freedoms we celebrate today. Proud and humble to call the… https://t.co/6U23CwVEM1,,FALSE,Wed Jul 04 17:26:42 +0000 2018,13,1.01456E+18,pos
112,Twitter Web Client,"Due to icy road conditions and low temperatures overnight, I'm implementing a two-hour delay for state offices in a… https://t.co/Yc5lC1fr2O",,FALSE,Wed Jan 17 03:57:42 +0000 2018,76,9.53476E+17,pos
62,Twitter Web Client,Arkansas is recognized as a national leader in technology and computer science education. @BizFacilities’ comprehen… https://t.co/hVXedQlPog,,FALSE,Fri Feb 23 21:25:40 +0000 2018,21,9.67148E+17,pos
2,Twitter for iPhone,@SenKimHendren Thanks Kim!,SenKimHendren,FALSE,Mon Oct 08 02:15:21 +0000 2018,0,1.04912E+18,pos
25,Twitter Web Client,".@RotaryClub99 has been a stalwart in Central Arkansas for many decades. Your leadership is important, and I apprec… https://t.co/SNLHLYc9vq",,FALSE,Tue Jul 10 20:55:07 +0000 2018,4,1.01679E+18,pos
61,Twitter Web Client,See my statement on the Arkansas Supreme Court decision to stay the execution of Jack Greene:… https://t.co/gA2T2Vutgk,,FALSE,Tue Nov 07 23:59:48 +0000 2017,28,9.28049E+17,pos
17,Twitter Web Client,What a great morning! I enjoyed visiting the Arkansas School for the Deaf to kick-off of Anti-Bullying Month with t… https://t.co/9WZczIU1Ei,,FALSE,Fri Feb 02 19:55:17 +0000 2018,2,9.59516E+17,pos
8,Twitter for iPhone,@Alex___Nicoll Thanks for covering the game.  Appreciate your posts.,AlexMacNicoll,FALSE,Sat Jan 20 02:51:33 +0000 2018,1,9.54547E+17,pos
96,Twitter for iPhone,I am saddened to learn of the passing of Judge G. Thomas Eisele.  I was before him as a young lawyer.  He was a jud… https://t.co/XO5XFkesD6,,FALSE,Mon Nov 27 02:32:47 +0000 2017,23,9.34973E+17,pos
120,Twitter Web Client,Have a blessed Sunday! https://t.co/aH17bpCqgn,,FALSE,Sun Jul 15 13:09:18 +0000 2018,26,1.01848E+18,pos
32,Twitter Web Client,"Proud to be at @arknortheastern's Grand Opening today. Their program in Steel Industry Tech, designed for students… https://t.co/wBze8dhVVU",,FALSE,Fri Aug 17 18:38:09 +0000 2018,13,1.03052E+18,pos
50,Twitter for iPhone,"The @VP and I are usually on same side except for when it comes to @RazorbackMBB v. @ButlerMBB. On Friday, those bu… https://t.co/0mViJsvcrp",,FALSE,Thu Mar 15 21:49:48 +0000 2018,8,9.74402E+17,pos
82,Twitter Web Client,"The Military Retirement Income Tax Cut will go into effect January 1, 2018. This tax cut creates tax relief for AR'… https://t.co/YjvrMOLkXM",,FALSE,Thu Dec 28 21:56:37 +0000 2017,31,9.465E+17,pos
33,Twitter Web Client,It’s a pleasure to have #TeenPact Leadership School at the Capitol this week as they learn how to make an impact in… https://t.co/VLchscEdFB,,FALSE,Wed Mar 07 22:22:17 +0000 2018,9,9.71511E+17,pos
52,Twitter Web Client,"Choice in education is important as a matter of freedom, and it is important as a matter of competition. But the en… https://t.co/RHOzI06RRM",,FALSE,Wed Jan 24 20:00:41 +0000 2018,15,9.56255E+17,pos
77,Twitter Web Client,"Proud of the work we've done to connect 100% of our students to high-speed Internet. In fact, because of those effo… https://t.co/f9gUpyCwAo",,FALSE,Tue Oct 02 20:34:41 +0000 2018,19,1.04722E+18,pos
160,Twitter Web Client,Have a peaceful Sunday! https://t.co/s7w7VycCDV,,FALSE,Sun Feb 18 14:27:16 +0000 2018,17,9.65231E+17,pos
40,Twitter Web Client,"Proud to support over a dozen Arkansas employers, as well as work to recruit even more at the 2018 @NSSFSHOTShow.… https://t.co/lmKGog02IL",,FALSE,Thu Jan 25 23:18:57 +0000 2018,9,9.56668E+17,pos
285,Twitter Web Client,"Happy 182nd Birthday to the Natural State! Arkansas was granted statehood on June 15, 1836, and I’m proud to call t… https://t.co/VHpGiIruFj",,FALSE,Fri Jun 15 15:46:54 +0000 2018,92,1.00765E+18,pos
5,Twitter for iPhone,@BradSmi @Microsoft What a great coding event today with students across Arkansas.  Thanks to Microsoft for your partnership and support.,BradSmi,FALSE,Fri May 11 23:45:12 +0000 2018,3,9.95087E+17,pos
21,Twitter for iPhone,"AR students are doing amazing things through #CSEd. The passion of our educators makes that possible.

Shortly afte… https://t.co/9NOiyCmbZ1",,FALSE,Wed Sep 26 21:53:24 +0000 2018,7,1.04507E+18,pos
84,Twitter Web Client,I am happy to report that we received approval today for 85 Opportunity Zones. This tax-deferral program will provi… https://t.co/B7IT3v4sb5,,FALSE,Fri May 18 20:53:55 +0000 2018,30,9.97581E+17,pos
84,Twitter Web Client,"I have spoken with Senator Files today, and he has indicated that he plans to submit his resignation to my office i… https://t.co/rHAcPTRL3a",,FALSE,Mon Jan 29 22:18:52 +0000 2018,35,9.58102E+17,pos
57,Twitter Web Client,Susan &amp; I had the pleasure of visiting w/ students this morning at the Youth Empowerment Summit in Little Rock.  Wh… https://t.co/QErutVG0nV,,FALSE,Thu Jul 12 18:24:15 +0000 2018,10,1.01747E+18,pos
38,Twitter for iPhone,Honored to be with veterans &amp; wounded warriors today at the Arkansas Freedom Scramble.  Veteran Chris Short is a Ca… https://t.co/dFIzAun8hS,,FALSE,Mon May 14 18:51:32 +0000 2018,5,9.96101E+17,pos
59,Twitter Web Client,"I am humbled to lead a state whose residents are quick to lend a hand, as so many Arkansans are doing on the East C… https://t.co/VHvR8qw10H",,FALSE,Fri Sep 21 21:28:25 +0000 2018,15,1.04325E+18,pos
310,Twitter for iPhone,I like President Trump's nomination of Brett Kavanaugh for the Supreme Court. He is highly qualified &amp; has demonstr… https://t.co/BWkDC3kSOz,,FALSE,Tue Jul 10 01:17:01 +0000 2018,58,1.01649E+18,pos
46,Twitter for iPhone,Today I was happy to welcome 2018 Arkansas Boys State Governor Bryan Walker to my office. Congrats to @arboysstate… https://t.co/DrFRM2An7V,,FALSE,Fri Jun 01 21:31:33 +0000 2018,6,1.00266E+18,pos
266,Twitter Web Client,The separation of families at the border is a concern to every compassionate American. I want Washington to come up… https://t.co/GEVTISxrDB,,FALSE,Wed Jun 20 16:55:50 +0000 2018,55,1.00948E+18,pos
73,Twitter Web Client,"Job growth is up, wages have increased, and Arkansas' unemployment remains low. Business and the economy are boomin… https://t.co/QPHbF5ozG0",,FALSE,Wed Jul 18 19:54:49 +0000 2018,25,1.01967E+18,pos
137,Twitter for iPhone,It is wonderful to honor foster parents at the Mansion tonight.  Sen. @BartHester leads by example. Foster parents… https://t.co/hVsx0mamP7,,FALSE,Sat Jul 21 00:34:30 +0000 2018,13,1.02047E+18,pos
22,Twitter Web Client,I kicked off my Spring 2018 Coding Tour last Friday at Heber Springs High School. The excitement for computer scien… https://t.co/PC9NR1fam3,,FALSE,Tue Apr 03 19:49:53 +0000 2018,9,9.81258E+17,pos
1,Twitter for iPhone,@KATVJason @ARStatePolice (2/2) I’ve requested Dir. Kelley to study best practices from other states for preventing… https://t.co/jYU6bQBS8q,KATVJason,FALSE,Wed Aug 29 21:44:48 +0000 2018,2,1.03492E+18,pos
56,Twitter for iPhone,Good having U.S. AG Sessions &amp; @USEdGov Deputy Sec. Zais in AR today to discuss the important issue of keeping our… https://t.co/ja87L7VBFt,,FALSE,Wed Aug 01 21:22:14 +0000 2018,16,1.02477E+18,pos
10,Twitter for iPhone,"@jasonrapert @ARGOP Thanks, Senator Rapert for speaking for me.   They love you in Randolph County.",jasonrapert,FALSE,Mon Sep 17 02:44:47 +0000 2018,4,1.04152E+18,pos
112,Twitter Web Client,Congratulations to all of the runners in today’s @LRMarathon! I enjoyed cheering for all of you. What a great accom… https://t.co/J4UcfUzAP3,,FALSE,Sun Mar 04 19:22:20 +0000 2018,19,9.70379E+17,pos
60,Twitter Web Client,"As Governor, I've visited 60+ schools to share with students the importance of computer science education &amp; on Tues… https://t.co/JM5gG4OtFy",,FALSE,Thu Aug 30 20:46:37 +0000 2018,8,1.03527E+18,pos
49,Twitter for iPhone,"@AsaScruggs Yep it happens all the time.  Once someone recognized me and thought I was Asa Chandler, the soap opera… https://t.co/lmqhhSPNGQ",AsaScruggs,FALSE,Sun Dec 17 04:56:43 +0000 2017,2,9.42257E+17,pos
8,Twitter for iPhone,LIVE: Governor Hutchinson speaks at the Arkansas Bar Association Annual Meeting in Hot Springs. #arpx https://t.co/PMJAO4SSRV,,FALSE,Fri Jun 15 17:54:32 +0000 2018,5,1.00768E+18,pos
95,Twitter Web Client,Have a peaceful Sunday! https://t.co/bPTVJLOQIN,,FALSE,Sun Sep 30 13:00:24 +0000 2018,11,1.04638E+18,pos
99,Twitter Web Client,Have a blessed Sunday! https://t.co/3ZSGmiLXvw,,FALSE,Sun Jun 03 14:24:55 +0000 2018,10,1.00328E+18,pos
62,Twitter Web App,Have a peaceful Sunday! https://t.co/4M2ulZyaVh,,FALSE,Sun Aug 26 13:17:55 +0000 2018,8,1.03371E+18,pos
8,Twitter for iPhone,"Wonderful turnout for today’s @JonesboroRotary club lunch. Good to see everyone, especially 80-year old Margaret Et… https://t.co/dlf9awnahS",,FALSE,Tue May 01 18:11:45 +0000 2018,0,9.9138E+17,pos
89,Twitter for iPhone,Enjoying the beauty of Queen Wilhelmina State Park Lodge.   Headed on South Arkansas Ag Tour but it is good to stop… https://t.co/KOvw3tyCJy,,FALSE,Mon Aug 06 12:53:35 +0000 2018,11,1.02645E+18,pos
54,Twitter Web Client,"With federal approval of this requirement, Arkansas has become a national leader in rethinking the delivery of publ… https://t.co/DP04kCPlRF",,FALSE,Mon Mar 05 18:32:42 +0000 2018,26,9.70729E+17,pos
70,Twitter for iPhone,Enjoyed Big Buck Classic today.  Thanks to our veterans who provide hunting trips for other vets.  Also glad to sho… https://t.co/W9uhl96LYW,,FALSE,Sat Jan 27 21:25:30 +0000 2018,9,9.57364E+17,pos
22,Twitter for iPhone,It’s neat to see what our students are doing through computer science. Take @GenoaCentral student Libbie Ghio for e… https://t.co/CXoq8XKZQs,,FALSE,Tue Sep 04 20:01:36 +0000 2018,9,1.03707E+18,pos
47,Twitter Web Client,This morning I was delighted with the opportunity to read to second grade students from the Cabot School District a… https://t.co/NHUrt9TGnM,,FALSE,Fri Mar 02 21:20:44 +0000 2018,10,9.69684E+17,pos
37,Twitter Web Client,"The Williams Magnet Elementary choir surprised me with an enthusiastic round of ""Happy Birthday"" today. (My birthda… https://t.co/iDQQl63A9x",,FALSE,Mon Dec 04 23:27:12 +0000 2017,2,9.37826E+17,pos
11,Twitter for iPhone,I’ll be on @foxnewsradio with Brian @Kilmeade at 8:20a CT to talk school security and more. Tune in online. #arleg #arpx,,FALSE,Wed Feb 28 14:17:59 +0000 2018,3,9.68853E+17,pos
89,Twitter Web Client,Have a blessed Sunday! https://t.co/LPrnkugSXG,,FALSE,Sun Sep 23 12:59:51 +0000 2018,11,1.04385E+18,pos
67,Twitter Web Client,Time spent waiting in line &amp; driving to &amp; from the Revenue Office can eat up a lot of your day. But now you can… https://t.co/7RORRxXcpm,,FALSE,Fri Mar 30 22:05:21 +0000 2018,27,9.79842E+17,pos
54,Twitter Web Client,Any idea that allows us to put money back in the hands of Arkansas taxpayers is a good idea. This is why I will sup… https://t.co/NZoMQYxt5Y,,FALSE,Mon Apr 16 19:15:42 +0000 2018,20,9.8596E+17,pos
36,Twitter for iPhone,Just a couple of minutes away from @FoxandFriends. Tune in to @FoxNews now. #arleg #arpx https://t.co/jJLMI7HJV8,,FALSE,Mon Feb 05 11:44:22 +0000 2018,10,9.60479E+17,pos
291,Twitter Web Client,"In order to provide the best education for AR students, we must provide support for our educators. I support AR Tea… https://t.co/xXTxn9THPR",,FALSE,Sat Oct 20 14:46:59 +0000 2018,70,1.05366E+18,pos
28,Twitter Web Client,(1/2) - 24 hours after attending the @WhiteHouse bill signing to reauthorize the Carl D. Perkins Career &amp; Technical… https://t.co/MRxDbYqQpC,,FALSE,Wed Aug 01 17:16:28 +0000 2018,5,1.02471E+18,pos
